,title,artist,date,description,text,tags,group,event,category,url,image,Duración
113,"Makino Takashi, Anharmonium y La Chambre Des Machines",No definido,30 mar 2012,"El festival ""PLAY. Cine en directo"" reúne durante los días 29, 30 y 31 de este mes a artistas visuales que trabajan en directo con la imagen proyectada y que transforman el cine en un arte escénico.
Duración: 1 hora","22:00 h - Makino Takashi (video y música)
El cineasta japonés Makino Takashi actuará como músico, acompañando la proyección de sus propias películas, con la ayuda de una serie de sensores e instrumentos electrónicos. Esta banda sonora improvisada en directo amplifica y extiende su cuidado trabajo visual sobre las imágenes en alta definición.
22:40 h - Anharmonium de TeZ (Laser)
Maurizio Martinucci (TeZ) es el fundador del laboratorio Optofonica en Amsterdam dedicado a los entornos audiovisuales y los procesos científicos. En Anharmonium un rayo laser se refleja en un líquido sensible a las más pequeñas variaciones sonoras y el espacio se ilumina en consonancia con la banda sonora cuadrafónica. Este trabajo, que convierte la música en imágenes proyectadas a través del movimiento de las ondas, remite a nuestra percepción del entorno natural, una percepción tranquila y pausada cercana a la meditación.
23:30 h - La Chambre Des Machines de Martin Messier y Nicolas Bernier (video y música)
Dos cajas musicales hechas de engranajes, palancas y toda clase de piezas mecánicas y electrónicas exploran el territorio en común entre lo sintético y lo acústico. Estos instrumentos de fabricación propia recuerdan a los Intonarumoris, las máquinas sonoras, ideadas por Luigi Russolo y los futuristas italianos a principios del siglo XX. El proyecto intenta introducir elementos mecánicos en un entorno digital para producir un sonido híbrido fruto de la interacción entre ambos medios.",[''],Festival PLAY 2012. Cine en directo,No details,['CINE'],https://www.lacasaencendida.es/cine/makino-takashi-anharmonium-y-la-chambre-des-machines,https://www.lacasaencendida.es/storage/11605/responsive-images/2584-609f-play_2012_chambre_des_machines_th___detail_1600_900.jpg,1 hora
114,"Mesa redonda ""Urbanismo ecológico""",No definido,30 mar 2012,"Nuestras ciudades pueden ser entendidas como sistemas que ejercen fuertes presiones sobre sus propios ambientes y habitantes, pero también sobre el ambiente natural…
Duración: 2 horas 30 minutos","Desde esta perspectiva, debatiremos sobre la primera necesidad en la sostenibilidad urbana, que es la búsqueda del equilibrio tendiendo al autoabastecimiento de recursos y generando mecanismos de amortiguación de las perturbaciones. La ciudad propuesta por el ciclo “Urbanismo ecológico” debe diseñarse basándose en dos grandes condicionantes: la eficiencia y la habitabilidad, que aseguren dicho equilibrio en el metabolismo urbano. Participan: Cynthia Echave, Agencia de Ecología Urbana de Barcelona; y Juan Carlos Barrios, coordinador del equipo de Ecosistemas Urbanos en la Evaluación de los Ecosistemas del Milenio en España. .",[''],Not in a group,No details,['CINE'],https://www.lacasaencendida.es/cine/mesa-redonda-urbanismo-ecologico,https://www.lacasaencendida.es/storage/11340/responsive-images/2255-609f-mesa_urbanismo_ecologico_2012_th___detail_1600_900.jpg,2 horas 30 minutos
115,"Stand informativo. Campaña de comunicación ambiental ""Para no dudar al separar""",No definido,30 mar - 9 abr 2012,"Un equipo de informadores ambientales resolverán nuestras dudas sobre los puntos limpios fijos y móviles más cercanos a nuestro barrio, sus horarios y la tipología y cantidad de residuos que admiten.","El Ayuntamiento de Madrid, junto con el Consorcio Univerde de la Universidad Complutense de Madrid y Ecoembes, está desarrollando en la UCM la campaña de comunicación ambiental ""Para no dudar al separar"", con el objetivo de resolver las dudas más comunes que tienen los ciudadanos a la hora de separar los residuos en el ámbito doméstico, laboral, educativo y de ocio.
Aunque la población universitaria es el público prioritario, la campaña intenta llegar al mayor número posible de ciudadanos. Por este motivo, en La Casa Encendida se desarrollarán diferentes actividades con el fin de transmitir los beneficios ambientales que conlleva una correcta separación en origen, así como la interiorización de la reducción y reutilización de residuos en nuestros hábitos de consumo.",[''],Not in a group,No details,['ENCUENTROS'],https://www.lacasaencendida.es/encuentros/stand-informativo-campana-comunicacion-ambiental-para-no-dudar-al-separar,https://www.lacasaencendida.es/storage/11339/responsive-images/2254-609f-stand_informativo_medio_ambiente_th___detail_1600_900.jpg,
116,Taller veo,No definido,29 mar - 5 abr 2012,"Rocío Gracia explica cómo funciona Veo, un archivo que reflexiona sobre las diferentes narrativas que rodean a la obra de arte.",,[''],RADIO - Archivo de entrevistas,No details,['ENCUENTROS'],https://www.lacasaencendida.es/encuentros/taller-veo,https://www.lacasaencendida.es/storage/11149/responsive-images/2039-609f-veo_th_1___detail_1600_900.jpg,
117,Taller de Collage Animado,No definido,29 mar - 5 abr 2012,La artista Martha Colburn realiza sus animaciones de forma artesanal y sin efectos digitales. A través de la alegoría y la iconografía popular aborda temas políticos.,,[''],RADIO - Archivo de entrevistas,No details,['ENCUENTROS'],https://www.lacasaencendida.es/encuentros/taller-collage-animado,https://www.lacasaencendida.es/storage/11150/responsive-images/2040-609f-play_2012_martha_colburn_th_0___detail_1600_900.jpg,
118,Sally Golding y Makino Takashi (APLAZADO),No definido,29 mar 2012,"*CANCELADO por problemas técnicos. Los espectáculos programados para hoy se presentarán el viernes 30 (Makino Takashi) y sábado 31 (Sally Golding).

El festival ""PLAY. Cine en directo"" reúne durante los días 29, 30 y 31 de este mes a artistas visuales que trabajan en directo con la imagen proyectada y que transforman el cine en un arte escénico.
Duración: 1 hora",,[''],Festival PLAY 2012. Cine en directo,No details,['CINE'],https://www.lacasaencendida.es/cine/sally-golding-y-makino-takashi-aplazado,https://www.lacasaencendida.es/storage/11132/responsive-images/1988-609f-play_2012_sally_golding_th___detail_1600_900.jpg,1 hora
119,La Radio Encendida 2012,No definido,25 mar 2012,"Nuestra cita anual con la mejor música de la mano de Radio3 llega a su décima edición.El Patio y el Auditorio de La Casa Encendida se llenarán de los más variados sonidos, desde la electrónica al funk, pasando por lo étnico, indie, el soul o los aires afro.
Duración: 11 horas 30 minutos","En esta edición celebramos el aniversario de dos programas de la emisora: Discópolis y Cuando los elefantes sueñan con la música, que cumplen 25 años en antena pero también participan otros programas de la emisora musical de Radio Nacional de España como Sonideros, Disco Grand o Como lo oyes.
Los horarios y artistas de este año
Como en cada edición, La Radio Encendida cuenta con dos escenarios de acceso gratuito hasta completar aforo, Auditorio y Patio. Éstos son los horarios:
12:00 a 13:00 Scumearth Auditorio
13:00 a 14:00 Lara Bello. Patio
14:00 a 15:00 Kind Of Cai. Auditorio
16:00 a 17:00 Aline Frazão. Auditorio
17:00 a 18:00 Jabier Muguruza. Auditorio
17:00 a 17:30 Anni B Sweet. Patio",[''],Not in a group,No details,['CONCIERTOS'],https://www.lacasaencendida.es/conciertos/la-radio-encendida-2012,https://www.lacasaencendida.es/storage/11695/responsive-images/2692-609f-concierto_radio_encendida_2012_th___detail_1600_900.jpg,11 horas 30 minutos
120,Jornadas Antirracistas 2012,No definido,23 mar 2012,"Proyección de cortometrajes seleccionados, entrega de premios del concurso de cortos y de pintura contra el racismo. Mesa redonda con los premiados.
Duración: 2 horas","SOS RACISMO MADRID, organización sin ánimo de lucro de lucha contra el racismo y la xenofobia, lleva a cabo desde hace nueve años, unas jornadas antirracistas con ocasión del Día Mundial contra el Racismo, 21 de marzo. Su principal objetivo es visibilizar la lucha contra el racismo y la xenofobia a través de diferentes actividades artísticas mediante distintos certámenes de pintura, fotografía, cortometrajes y cuentacuentos así como un concurso de canciones contra los Centros de Internamiento de Extranjeros.
El viernes 23 de marzo de 19h a 21 h se darán los premios de los diferentes certámenes, proyectaremos algunos de los cortometrajes ganadores, contaremos con una mesa redonda con los autores de las obras seleccionadas así como con la actuación de la “Coral de Lavapiés”.",[''],Not in a group,No details,['ENCUENTROS'],https://www.lacasaencendida.es/encuentros/jornadas-antirracistas-2012-1,https://www.lacasaencendida.es/storage/11749/responsive-images/2751-609f-jornadas_antirracistas_2012_th_1___detail_1600_900.jpg,2 horas
121,Jornadas Antirracistas 2012,No definido,22 mar - 29 mar 2012,"SOS Racismo denuncia los controles de identidad basados en criterios étnicos, una práctica ilegal según la legislación española y el derecho internacional.",,[''],RADIO - Archivo de entrevistas,No details,['ENCUENTROS'],https://www.lacasaencendida.es/encuentros/jornadas-antirracistas-2012,https://www.lacasaencendida.es/storage/10943/responsive-images/1759-609f-jornadas_antirracistas_2012_th_0___detail_1600_900.jpg,
122,Curso para formadores en método de empoderamiento digital de colectivos,No definido,22 mar - 29 mar 2012,La socióloga y etnóloga Pilar Azagra resalta la importancia del uso de las tecnologías de la comunicación y la información(TICs) por parte de colectivos y asociaciones.,,[''],RADIO - Archivo de entrevistas,No details,['ENCUENTROS'],https://www.lacasaencendida.es/encuentros/curso-para-formadores-metodo-empoderamiento-digital-colectivos,https://www.lacasaencendida.es/storage/11124/responsive-images/1974-609f-formadores_empoderamiento_digital_th_1___detail_1600_900.jpg,
123,Videoplaylist: Grace Morales,No definido,22 mar - 29 mar 2012,"El fanzine Mondo Brutto lleva 20 años contando lo bizarro en formato papel. Grace Morales, una de sus fundadoras, presenta una selección de películas y series que han marcado el origen del fanzine.",,[''],RADIO - Archivo de entrevistas,No details,['ENCUENTROS'],https://www.lacasaencendida.es/encuentros/videoplaylist-grace-morales,https://www.lacasaencendida.es/storage/11125/responsive-images/1975-609f-videoplaylist_grace_morales_th_0___detail_1600_900.jpg,
124,Sesión con Grace Morales,No definido,22 mar 2012,"La fundadora de Mondo Brutto presenta una ecléctica y divertida selección de vídeos de Internet.
Duración: 1 hora","La Casa Encendida invita a Grace Morales a mostrar en directo una selección personal de vídeos que pueden encontrarse en Internet. Una amalgama de vídeos nuevos e históricos, piezas raras y exitosas, realizadas tanto por profesionales como por aficionados. Una sesión que alimentará al mismo tiempo la risa, la perplejidad y el pensamiento.
Grace ha llegado a ser lo que es haciendo lo contrario de lo que hacen sus semejantes: en vez de prepararse una oposición, estudió Filosofía; en 1993, cuando tenía que estar haciendo cursillos de informática, fue cofundadora del fanzine Mondo Brutto, en el que escribe hasta el día de hoy. Mientras prepara su próxima novela, en la otra dimensión es profesora de secundaria, y colabora en diferentes y prestigiosas publicaciones. Además de ser madrileña, Grace es Acuario, con ascendente Virgo.",[''],Videoplaylist,No details,['CINE'],https://www.lacasaencendida.es/cine/sesion-grace-morales,https://www.lacasaencendida.es/storage/11751/responsive-images/2753-609f-videoplaylist_grace_morales_th_1___detail_1600_900.jpg,1 hora
125,Día Mundial del Agua,No definido,22 mar 2012,"Cada tres años, desde 1997, el Foro Mundial del Agua moviliza la imaginación, la innovación, las habilidades y conocimientos para hacer avanzar la causa del agua. Reúne a todas las partes interesadas en torno a temas actuales, tanto locales como regionales o globales, que no pueden hacer frente a todos los interesados en un marco común con objetivos compartidos.
Duración: 2 horas","El objetivo de la 6.ª edición del Foro Mundial del Agua que se celebra en Marsella es cómo hacer frente a los desafíos a los que se enfrenta nuestro mundo y actuar para que el agua esté en lo más destacado de las agendas políticas. No habrá desarrollo sostenible si los problemas del agua siguen sin resolverse. En todo el planeta, y para todos, el derecho al agua (reconocido por 189 países en la ONU en 2011) debe velarse para conseguir su implantación. Ésta es la primera prioridad del Foro.
Ponencia a cargo de Pedro Arrojo, profesor titular del Departamento de Análisis Económico de la Universidad de Zaragoza, cuya investigación está centrada desde hace 15 años en la economía del agua",[''],Not in a group,No details,['ENCUENTROS'],https://www.lacasaencendida.es/encuentros/dia-mundial-del-agua,https://www.lacasaencendida.es/storage/11679/responsive-images/2671-609f-dia_mundial_agua_12_th___detail_1600_900.jpg,2 horas
126,Desplazados medioambientales: una nueva realidad,Oriol Solá Pardell,20 mar 2012,Duración: 1 hora 30 minutos,"El libro “Desplazados medioambientales” pretende ofrecer una visión integral del fenómeno de los desplazados, consolidado recientemente por la conjunción de dos factores que la globalización ha puesto de relieve: el cambio climático y las migraciones. Este fenómeno cataliza hoy algunos de los principales problemas de la sociedad internacional: el calentamiento global, el subdesarrollo, la sobreexplotación de los recursos naturales, la presión demográfica, la pobreza y sus efectos en la seguridad de los países receptores de este flujo de emigrantes forzados. También debate sobre el concepto de desplazados medioambientales, llamados refugiados medioambientales en determinados casos, su categorización y expone el debate jurídico y político existente acerca del reconocimiento jurídico internacional de su condición.
19:30 Proyección del documental Sun come up, de Jennifer Redfearn
20:15 Presentación del libro ""Desplazados medioambientales: una nueva realidad"", con la participación de: Oriol Solá Pardell, autor del libro, Carlos Jimenez Renjifo, United Nations Regional Information Center, Felipe Gómez Isa, Instituto de Derechos Humanos Pedro Arrupe de la universidad de Deusto",[''],Not in a group,No details,['ENCUENTROS'],https://www.lacasaencendida.es/encuentros/desplazados-medioambientales-una-nueva-realidad-oriol-sola-pardell,https://www.lacasaencendida.es/storage/11131/responsive-images/1987-609f-desplazados_medioambientales_th___detail_1600_900.jpg,1 hora 30 minutos
